,entity,tag,Sentence #
5656,and,0,198
5657,receive,0,198
5658,NFS4ERR_LOCK_RANGE,Value,198
5659,on,0,198
5660,the,0,198
5661,LOCK,0,198
5662,request,0,198
5663,because,0,198
5664,of,0,198
5665,the,0,198
5666,flexibility,0,198
5667,provided,0,198
5668,to,0,198
5669,the,0,198
5670,server,0,198
5671,<NULL>,Variable,198
5672,When,0,199
5673,a,0,199
5674,client,0,199
5675,holds,0,199
5676,an,0,199
5677,OPEN_DELEGATE_WRITE,Value,199
5678,delegation,0,199
5679,it,0,199
5680,may,0,199
5681,choose,0,199
5682,see,0,199
5683,Section,0,199
5684,16.10.5,0,199
5685,to,0,199
5686,handle,0,199
5687,LOCK,0,199
5688,requests,0,199
5689,locally,0,199
5690,<NULL>.,0,199
5691,In,0,200
5692,such,0,200
5693,a,0,200
5694,case,0,200
5695,LOCKT,0,200
5696,requests,0,200
5697,will,0,200
5698,similarly,0,200
5699,be,0,200
5700,handled,0,200
5701,locally,0,200
5702,16.4.4.,0,200
5703,The,0,200
5704,CREATE,0,200
5705,operation,0,200
5706,creates,0,200
5707,a,0,200
5708,non-regular,0,200
5709,file,0,200
5710,object,0,200
5711,in,0,200
5712,a,0,200
5713,directory,0,200
5714,with,0,200
5715,a,0,200
5716,given,0,200
5717,name,0,200
5718,<NULL>.,0,200
5719,The,0,201
5720,OPEN,0,201
5721,operation,0,201
5722,is,0,201
5723,used,0,201
5724,to,0,201
5725,create,0,201
5726,a,0,201
5727,regular,0,201
5728,file,0,201
5729,<NULL>.,0,201
5730,The,0,202
5731,objname,0,202
5732,specifies,0,202
5733,the,0,202
5734,name,0,202
5735,for,0,202
5736,the,0,202
5737,new,0,202
5738,object,0,202
5739,<NULL>.,0,202
5740,The,0,203
5741,objtype,0,203
5742,determines,0,203
5743,the,0,203
5744,type,0,203
5745,of,0,203
5746,object,0,203
5747,to,0,203
5748,be,0,203
5749,created:,0,203
5750,directory,0,203
5751,symlink,0,203
5752,etc,0,203
5753,<NULL>.,0,203
5754,If,0,204
5755,an,0,204
5756,object,Variable,204
5757,of,0,204
5758,the,0,204
5759,same,0,204
5760,name,Value,204
5761,already,0,204
5762,exists,0,204
5763,in,0,204
5764,the,0,204
5765,directory,0,204
5766,the,0,204
5767,server,0,204
5768,will,0,204
5769,return,0,204
5770,the,0,204
5771,error,0,204
5772,NFS4ERR_EXIST,Value,204
5773,<NULL>,Variable,204
5774,For,0,205
5775,the,0,205
5776,directory,0,205
5777,where,0,205
5778,the,0,205
5779,new,0,205
5780,file,0,205
5781,object,0,205
5782,was,0,205
5783,created,0,205
5784,the,0,205
5785,server,0,205
5786,returns,0,205
5787,change_info4,0,205
5788,information,0,205
5789,in,0,205
5790,cinfo,Variable,205
5791,<NULL>,Variable,205
5792,With,0,206
5793,the,0,206
5794,atomic,0,206
5795,field,0,206
5796,of,0,206
5797,the,0,206
5798,change_info4,0,206
5799,struct,0,206
5800,the,0,206
5801,server,0,206
5802,will,0,206
5803,indicate,0,206
5804,if,0,206
5805,the,0,206
5806,before,0,206
5807,and,0,206
5808,after,0,206
5809,change,0,206
5810,attributes,0,206
5811,were,0,206
5812,obtained,0,206
5813,atomically,0,206
5814,with,0,206
5815,respect,0,206
5816,to,0,206
5817,the,0,206
5818,file,0,206
5819,object,0,206
5820,creation,0,206
5821,<NULL>.,0,206
5822,If,0,207
5823,the,0,207
5824,objname,Variable,207
5825,is,0,207
5826,of,0,207
5827,zero,Value,207
5828,length,0,207
5829,NFS4ERR_INVAL,Value,207
5830,will,0,207
5831,be,0,207
5832,returned,0,207
5833,<NULL>,Variable,207
5834,The,0,208
5835,objname,Variable,208
5836,is,0,208
5837,also,0,208
5838,subject,0,208
5839,to,0,208
5840,the,0,208
5841,normal,0,208
5842,UTF-8,Value,208
5843,character,0,208
5844,support,0,208
5845,and,0,208
5846,name,0,208
5847,checks,0,208
5848,<NULL>.,0,208
5849,See,0,209
5850,Section,0,209
5851,12,0,209
5852,<NULL>.,0,209
5853,7,0,210
5854,for,0,210
5855,further,0,210
5856,discussion,0,210
5857,<NULL>.,0,210
5858,The,0,211
5859,current,0,211
5860,filehandle,0,211
5861,is,0,211
5862,replaced,0,211
5863,by,0,211
5864,that,0,211
5865,of,0,211
5866,the,0,211
5867,new,0,211
5868,object,0,211
5869,<NULL>.,0,211
5870,The,0,212
5871,createattrs,0,212
5872,field,0,212
5873,specifies,0,212
5874,the,0,212
5875,initial,0,212
5876,set,0,212
5877,of,0,212
5878,attributes,0,212
5879,for,0,212
5880,the,0,212
5881,object,0,212
5882,<NULL>.,0,212
5883,The,0,213
5884,set,0,213
5885,of,0,213
5886,attributes,0,213
5887,may,0,213
5888,include,0,213
5889,any,0,213
5890,writable,0,213
5891,attribute,0,213
5892,valid,0,213
5893,for,0,213
5894,the,0,213
5895,object,0,213
5896,type,0,213
5897,<NULL>.,0,213
5898,When,0,214
5899,the,0,214
5900,operation,0,214
5901,is,0,214
5902,successful,Value,214
5903,the,0,214
5904,server,0,214
5905,will,0,214
5906,return,0,214
5907,to,0,214
5908,the,0,214
5909,client,0,214
5910,an,0,214
5911,attribute,Variable,214
5912,mask,Variable,214
5913,signifying,0,214
5914,which,0,214
5915,attributes,0,214
5916,were,0,214
5917,successfully,0,214
5918,set,0,214
5919,for,0,214
5920,the,0,214
5921,object,0,214
5922,<NULL>,Variable,214
5923,If,0,215
5924,createattrs,0,215
5925,includes,0,215
5926,neither,0,215
5927,the,0,215
5928,owner,0,215
5929,attribute,0,215
5930,nor,0,215
5931,an,0,215
5932,ACL,0,215
5933,with,0,215
5934,an,0,215
5935,ACE,0,215
5936,for,0,215
5937,the,0,215
5938,owner,0,215
5939,and,0,215
5940,if,0,215
5941,the,0,215
5942,server's,0,215
5943,file,0,215
5944,system,0,215
5945,both,0,215
5946,supports,0,215
5947,and,0,215
5948,requires,0,215
5949,an,0,215
5950,owner,0,215
5951,attribute,0,215
5952,or,0,215
5953,an,0,215
5954,owner,0,215
5955,ACE,0,215
5956,then,0,215
5957,the,0,215
5958,server,0,215
5959,MUST,0,215
5960,derive,0,215
5961,the,0,215
5962,owner,0,215
5963,or,0,215
5964,the,0,215
5965,owner,0,215
5966,ACE,0,215
5967,<NULL>.,0,215
5968,This,0,216
5969,would,0,216
5970,typically,0,216
5971,be,0,216
5972,from,0,216
5973,the,0,216
5974,principal,0,216
5975,indicated,0,216
5976,in,0,216
5977,the,0,216
5978,RPC,0,216
5979,credentials,0,216
5980,of,0,216
5981,the,0,216
5982,call,0,216
5983,butthe,0,216
5984,server's,0,216
5985,operating,0,216
5986,environment,0,216
5987,or,0,216
5988,file,0,216
5989,system,0,216
5990,semantics,0,216
5991,may,0,216
5992,dictate,0,216
5993,other,0,216
5994,methods,0,216
5995,of,0,216
5996,derivation,0,216
5997,<NULL>.,0,216
5998,Similarly,0,217
5999,if,0,217
6000,createattrs,0,217
6001,includes,0,217
6002,neither,0,217
6003,the,0,217
6004,group,0,217
6005,attribute,0,217
6006,nor,0,217
6007,a,0,217
6008,group,0,217
6009,ACE,0,217
6010,and,0,217
6011,if,0,217
6012,the,0,217
6013,server's,0,217
6014,file,0,217
6015,system,0,217
6016,both,0,217
6017,supports,0,217
6018,and,0,217
6019,requires,0,217
6020,the,0,217
6021,notion,0,217
6022,of,0,217
6023,a,0,217
6024,group,0,217
6025,attribute,0,217
6026,or,0,217
6027,group,0,217
6028,ACE,0,217
6029,the,0,217
6030,server,0,217
6031,MUST,0,217
6032,derive,0,217
6033,the,0,217
6034,group,0,217
6035,attribute,0,217
6036,or,0,217
6037,the,0,217
6038,corresponding,0,217
6039,owner,0,217
6040,ACE,0,217
6041,for,0,217
6042,the,0,217
6043,file,0,217
6044,<NULL>.,0,217
6045,This,0,218
6046,could,0,218
6047,be,0,218
6048,from,0,218
6049,the,0,218
6050,RPC's,0,218
6051,credentials,0,218
6052,such,0,218
6053,as,0,218
6054,the,0,218
6055,group,0,218
6056,principal,0,218
6057,if,0,218
6058,the,0,218
6059,credentials,0,218
6060,include,0,218
6061,it,0,218
6062,such,0,218
6063,as,0,218
6064,with,0,218
6065,AUTH_SYS,0,218
6066,from,0,218
6067,the,0,218
6068,group,0,218
6069,identifier,0,218
6070,associated,0,218
6071,with,0,218
6072,the,0,218
6073,principal,0,218
6074,in,0,218
6075,the,0,218
6076,credentials,0,218
6077,e,0,218
6078,<NULL>.,0,218
6079,g,0,219
6080,<NULL>.,0,219
6081,,0,220
6082,POSIX,0,220
6083,systems,0,220
6084,have,0,220
6085,a,0,220
6086,user,0,220
6087,database,0,220
6088,[getpwnam],0,220
6089,that,0,220
6090,has,0,220
6091,the,0,220
6092,group,0,220
6093,identifier,0,220
6094,for,0,220
6095,every,0,220
6096,user,0,220
6097,identifier,0,220
6098,inherited,0,220
6099,from,0,220
6100,the,0,220
6101,directory,0,220
6102,the,0,220
6103,object,0,220
6104,is,0,220
6105,created,0,220
6106,in,0,220
6107,or,0,220
6108,whatever,0,220
6109,else,0,220
6110,the,0,220
6111,server's,0,220
6112,operating,0,220
6113,environment,0,220
6114,or,0,220
6115,file,0,220
6116,system,0,220
6117,semantics,0,220
6118,dictate,0,220
6119,<NULL>.,0,220
6120,This,0,221
6121,applies,0,221
6122,to,0,221
6123,the,0,221
6124,OPEN,0,221
6125,operation,0,221
6126,too,0,221
6127,<NULL>.,0,221
6128,Conversely,0,222
6129,it,0,222
6130,is,0,222
6131,possible,0,222
6132,the,0,222
6133,client,0,222
6134,will,0,222
6135,specify,0,222
6136,in,0,222
6137,createattrs,0,222
6138,an,0,222
6139,owner,0,222
6140,attribute,0,222
6141,group,0,222
6142,attribute,0,222
6143,or,0,222
6144,ACL,0,222
6145,that,0,222
6146,the,0,222
6147,principal,0,222
6148,indicated,0,222
6149,the,0,222
6150,RPC's,0,222
6151,credentials,0,222
6152,does,0,222
6153,not,0,222
6154,have,0,222
6155,permissions,0,222
6156,to,0,222
6157,create,0,222
6158,files,0,222
6159,for,0,222
6160,<NULL>.,0,222
6161,The,0,223
6162,error,0,223
6163,to,0,223
6164,be,0,223
6165,returned,0,223
6166,in,0,223
6167,this,0,223
6168,instance,0,223
6169,is,0,223
6170,NFS4ERR_PERM,0,223
6171,<NULL>.,0,223
6172,This,0,224
6173,applies,0,224
6174,to,0,224
6175,the,0,224
6176,OPEN,0,224
6177,operation,0,224
6178,too,0,224
6179,<NULL>.,0,224
6180,16.4.5.,0,225
6181,If,0,225
6182,the,0,225
6183,client,0,225
6184,desires,0,225
6185,to,0,225
6186,set,0,225
6187,attribute,0,225
6188,values,0,225
6189,after,0,225
6190,the,0,225
6191,create,0,225
6192,a,0,225
6193,SETATTR,0,225
6194,operation,0,225
6195,can,0,225
6196,be,0,225
6197,added,0,225
6198,to,0,225
6199,the,0,225
6200,COMPOUND,0,225
6201,request,0,225
6202,so,0,225
6203,that,0,225
6204,the,0,225
6205,appropriate,0,225
6206,attributes,0,225
6207,will,0,225
6208,be,0,225
6209,set,0,225
6210,<NULL>.,0,225
6211,16.8.4.,0,226
6212,This,0,226
6213,operation,0,226
6214,returns,0,226
6215,the,0,226
6216,current,Variable,226
6217,filehandle,Variable,226
6218,value,Variable,226
6219,<NULL>,Variable,226
6220,On,0,227
6221,success,Value,227
6222,the,0,227
6223,current,Variable,227
6224,filehandle,Variable,227
6225,retains,0,227
6226,its,Variable,227
6227,value,Variable,227
6228,<NULL>,Variable,227
6229,16.8.5.,0,228
6230,Operations,0,228
6231,that,0,228
6232,change,0,228
6233,the,0,228
6234,current,Variable,228
6235,filehandle,Variable,228
6236,like,0,228
6237,LOOKUP,0,228
6238,or,0,228
6239,CREATE,0,228
6240,do,0,228
6241,not,0,228
6242,automatically,0,228
6243,return,0,228
6244,the,0,228
6245,new,Variable,228
6246,filehandle,Variable,228
6247,as,0,228
6248,a,0,228
6249,result,0,228
6250,<NULL>.,0,228
6251,For,0,229
6252,instance,0,229
6253,if,0,229
6254,a,0,229
6255,client,0,229
6256,needs,0,229
6257,to,0,229
6258,look,0,229
6259,up,0,229
6260,a,0,229
6261,directory,0,229
6262,entry,0,229
6263,and,0,229
6264,obtain,0,229
6265,its,0,229
6266,filehandle,Variable,229
6267,then,0,229
6268,the,0,229
6269,following,0,229
6270,request,0,229
6271,is,0,229
6272,needed,0,229
6273,PUTFH,0,229
6274,directory,Variable,229
6275,filehandle,Variable,229
6276,LOOKUP,0,229
6277,entry,0,229
6278,16.3.4.,0,229
6279,The,0,229
6280,COMMIT,0,229
6281,operation,0,229
6282,forces,0,229
6283,or,0,229
6284,flushes,0,229
6285,data,0,229
6286,to,0,229
6287,stable,0,229
6288,storage,0,229
6289,for,0,229
6290,the,0,229
6291,file,0,229
6292,specified,0,229
6293,by,0,229
6294,the,0,229
6295,current,Variable,229
6296,filehandle,Variable,229
6297,<NULL>.,0,229
6298,The,0,230
6299,flushed,0,230
6300,data,0,230
6301,is,0,230
6302,that,0,230
6303,which,0,230
6304,was,0,230
6305,previously,0,230
6306,written,0,230
6307,with,0,230
6308,a,0,230
6309,WRITE,0,230
6310,operation,0,230
6311,that,0,230
6312,had,0,230
6313,the,0,230
6314,stable,Variable,230
6315,field,0,230
6316,set,0,230
6317,to,0,230
6318,UNSTABLE4,Value,230
6319,<NULL>.,0,230
6320,The,0,231
6321,offset,Variable,231
6322,specifies,0,231
6323,the,0,231
6324,position,0,231
6325,within,0,231
6326,the,0,231
6327,file,0,231
6328,where,0,231
6329,the,0,231
6330,flush,0,231
6331,is,0,231
6332,to,0,231
6333,begin,0,231
6334,<NULL>.,0,231
6335,An,0,232
6336,offset,Variable,232
6337,value,0,232
6338,of,0,232
6339,0,Value,232
6340,zero,Value,232
6341,means,0,232
6342,to,0,232
6343,flush,0,232
6344,data,0,232
6345,starting,0,232
6346,at,0,232
6347,the,0,232
6348,beginning,0,232
6349,of,0,232
6350,the,0,232
6351,file,0,232
6352,<NULL>.,0,232
6353,The,0,233
6354,count,Variable,233
6355,specifies,0,233
6356,the,0,233
6357,number,0,233
6358,of,0,233
6359,bytes,0,233
6360,of,0,233
6361,data,0,233
6362,to,0,233
6363,flush,0,233
6364,<NULL>.,0,233
6365,If,0,234
6366,count,Variable,234
6367,is,0,234
6368,0,Value,234
6369,zero,Value,234
6370,a,0,234
6371,flush,0,234
6372,from,0,234
6373,the,0,234
6374,offset,Variable,234
6375,to,0,234
6376,the,0,234
6377,end,0,234
6378,of,0,234
6379,the,0,234
6380,file,0,234
6381,is,0,234
6382,done,0,234
6383,<NULL>.,0,234
6384,The,0,235
6385,server,0,235
6386,returns,0,235
6387,a,0,235
6388,write,0,235
6389,verifier,Variable,235
6390,upon,0,235
6391,successful,Value,235
6392,completion,0,235
6393,of,0,235
6394,the,0,235
6395,COMMIT,0,235
6396,<NULL>,Variable,235
6397,The,0,236
6398,write,0,236
6399,verifier,Variable,236
6400,is,0,236
6401,used,0,236
6402,by,0,236
6403,the,0,236
6404,client,0,236
6405,to,0,236
6406,determine,0,236
6407,if,0,236
6408,the,0,236
6409,server,0,236
6410,has,0,236
6411,restarted,0,236
6412,or,0,236
6413,rebooted,0,236
6414,between,0,236
6415,the,0,236
6416,initial,0,236
6417,WRITEs,0,236
6418,and,0,236
6419,the,0,236
6420,COMMIT,0,236
6421,<NULL>.,0,236
6422,The,0,237
6423,client,0,237
6424,does,0,237
6425,this,0,237
6426,by,0,237
6427,comparing,0,237
6428,the,0,237
6429,write,0,237
6430,verifier,Variable,237
6431,returned,0,237
6432,from,0,237
6433,the,0,237
6434,initial,0,237
6435,writes,0,237
6436,and,0,237
6437,the,0,237
6438,verifier,Variable,237
6439,returned,0,237
6440,by,0,237
6441,the,0,237
6442,COMMIT,0,237
6443,operation,0,237
6444,<NULL>.,0,237
6445,The,0,238
6446,server,0,238
6447,must,0,238
6448,vary,0,238
6449,the,0,238
6450,value,0,238
6451,of,0,238
6452,the,0,238
6453,write,0,238
6454,verifier,Variable,238
6455,at,0,238
6456,each,0,238
6457,server,0,238
6458,event,0,238
6459,or,0,238
6460,instantiation,0,238
6461,that,0,238
6462,may,0,238
6463,lead,0,238
6464,to,0,238
6465,a,0,238
6466,loss,0,238
6467,of,0,238
6468,uncommitted,0,238
6469,data,0,238
6470,<NULL>.,0,238
6471,Most,0,239
6472,commonly,0,239
6473,this,0,239
6474,occurs,0,239
6475,when,0,239
6476,the,0,239
6477,server,0,239
6478,is,0,239
6479,rebooted;,0,239
6480,however,0,239
6481,other,0,239
6482,events,0,239
6483,at,0,239
6484,the,0,239
6485,server,0,239
6486,may,0,239
6487,result,0,239
6488,in,0,239
6489,uncommitted,0,239
6490,data,0,239
6491,loss,0,239
6492,as,0,239
6493,well,0,239
6494,<NULL>.,0,239
6495,On,0,240
6496,success,Value,240
6497,the,0,240
6498,current,Variable,240
6499,filehandle,Variable,240
6500,retains,0,240
6501,its,Variable,240
6502,value,Variable,240
6503,<NULL>,Variable,240
6504,16.3.5.,0,241
6505,The,0,241
6506,COMMIT,0,241
6507,operation,0,241
6508,is,0,241
6509,similar,0,241
6510,in,0,241
6511,operation,0,241
6512,and,0,241
6513,semantics,0,241
6514,to,0,241
6515,the,0,241
6516,POSIX,0,241
6517,fsync,0,241
6518,[fsync],0,241
6519,system,0,241
6520,call,0,241
6521,that,0,241
6522,synchronizes,0,241
6523,a,0,241
6524,file's,0,241
6525,state,0,241
6526,with,0,241
6527,the,0,241
6528,disk,0,241
6529,file,0,241
6530,data,0,241
6531,and,0,241
6532,metadata,0,241
6533,are,0,241
6534,flushed,0,241
6535,to,0,241
6536,disk,0,241
6537,or,0,241
6538,stable,0,241
6539,storage,0,241
6540,<NULL>.,0,241
6541,COMMIT,0,242
6542,performs,0,242
6543,the,0,242
6544,same,0,242
6545,operation,0,242
6546,for,0,242
6547,a,0,242
6548,client,0,242
6549,flushing,0,242
6550,any,0,242
6551,unsynchronized,0,242
6552,data,0,242
6553,and,0,242
6554,metadata,0,242
6555,on,0,242
6556,the,0,242
6557,server,0,242
6558,to,0,242
6559,the,0,242
6560,server's,0,242
6561,disk,0,242
6562,or,0,242
6563,stable,0,242
6564,storage,0,242
6565,for,0,242
6566,the,0,242
6567,specified,0,242
6568,file,0,242
6569,<NULL>.,0,242
6570,Like,0,243
6571,fsync,0,243
6572,it,0,243
6573,may,0,243
6574,be,0,243
6575,that,0,243
6576,there,0,243
6577,is,0,243
6578,some,0,243
6579,modified,0,243
6580,data,0,243
6581,or,0,243
6582,no,0,243
6583,modified,0,243
6584,data,0,243
6585,to,0,243
6586,synchronize,0,243
6587,<NULL>.,0,243
6588,The,0,244
6589,data,0,244
6590,may,0,244
6591,have,0,244
6592,been,0,244
6593,synchronized,0,244
6594,by,0,244
6595,the,0,244
6596,server's,0,244
6597,normal,0,244
6598,periodic,0,244
6599,buffer,0,244
6600,synchronization,0,244
6601,activity,0,244
6602,<NULL>.,0,244
6603,COMMIT,0,245
6604,should,0,245
6605,return,0,245
6606,NFS4_OK,0,245
6607,unless,0,245
6608,there,0,245
6609,has,0,245
6610,been,0,245
6611,an,0,245
6612,unexpected,0,245
6613,error,0,245
6614,<NULL>.,0,245
6615,COMMIT,0,246
6616,differs,0,246
6617,from,0,246
6618,fsync,0,246
6619,in,0,246
6620,that,0,246
6621,it,0,246
6622,is,0,246
6623,possible,0,246
6624,for,0,246
6625,the,0,246
6626,client,0,246
6627,to,0,246
6628,flush,0,246
6629,a,0,246
6630,range,0,246
6631,of,0,246
6632,the,0,246
6633,file,0,246
6634,most,0,246
6635,likely,0,246
6636,triggered,0,246
6637,by,0,246
6638,a,0,246
6639,buffer-,0,246
6640,reclamation,0,246
6641,scheme,0,246
6642,on,0,246
6643,the,0,246
6644,client,0,246
6645,before,0,246
6646,the,0,246
6647,file,0,246
6648,has,0,246
6649,been,0,246
6650,completely,0,246
6651,written,0,246
6652,<NULL>.,0,246
6653,The,0,247
6654,server,0,247
6655,implementation,0,247
6656,of,0,247
6657,COMMIT,0,247
6658,is,0,247
6659,reasonably,0,247
6660,simple,0,247
6661,<NULL>.,0,247
6662,If,0,248
6663,the,0,248
6664,server,0,248
6665,receives,0,248
6666,a,0,248
6667,full,0,248
6668,file,0,248
6669,COMMIT,0,248
6670,request,0,248
6671,that,0,248
6672,is,0,248
6673,starting,0,248
6674,at,0,248
6675,offset,Variable,248
6676,0,Value,248
6677,and,0,248
6678,count,Variable,248
6679,0,Value,248
6680,it,0,248
6681,should,0,248
6682,do,0,248
6683,the,0,248
6684,equivalent,0,248
6685,of,0,248
6686,fsync'ing,0,248
6687,the,0,248
6688,file,0,248
6689,<NULL>.,0,248
6690,Otherwise,0,249
6691,it,0,249
6692,should,0,249
6693,arrange,0,249
6694,to,0,249
6695,have,0,249
6696,the,0,249
6697,cached,0,249
6698,data,0,249
6699,in,0,249
6700,the,0,249
6701,range,0,249
6702,specified,0,249
6703,by,0,249
6704,offset,Variable,249
6705,and,0,249
6706,count,Variable,249
6707,to,0,249
6708,be,0,249
6709,flushed,0,249
6710,to,0,249
6711,stable,0,249
6712,storage,0,249
6713,<NULL>.,0,249
6714,In,0,250
6715,both,0,250
6716,cases,0,250
6717,any,0,250
6718,metadata,0,250
6719,associated,0,250
6720,with,0,250
6721,the,0,250
6722,file,0,250
6723,must,0,250
6724,be,0,250
6725,flushed,0,250
6726,to,0,250
6727,stable,0,250
6728,storage,0,250
6729,before,0,250
6730,returning,0,250
6731,<NULL>.,0,250
6732,It,0,251
6733,is,0,251
6734,not,0,251
6735,an,0,251
6736,error,0,251
6737,for,0,251
6738,there,0,251
6739,to,0,251
6740,be,0,251
6741,nothing,0,251
6742,to,0,251
6743,flush,0,251
6744,on,0,251
6745,the,0,251
6746,server,0,251
6747,<NULL>.,0,251
6748,This,0,252
6749,means,0,252
6750,that,0,252
6751,the,0,252
6752,data,0,252
6753,and,0,252
6754,metadata,0,252
6755,that,0,252
6756,needed,0,252
6757,to,0,252
6758,be,0,252
6759,flushed,0,252
6760,have,0,252
6761,already,0,252
6762,been,0,252
6763,flushed,0,252
6764,or,0,252
6765,lost,0,252
6766,during,0,252
6767,the,0,252
6768,last,0,252
6769,server,0,252
6770,failure,0,252
6771,<NULL>.,0,252
6772,The,0,253
6773,client,0,253
6774,implementation,0,253
6775,of,0,253
6776,COMMIT,0,253
6777,is,0,253
6778,a,0,253
6779,little,0,253
6780,more,0,253
6781,complex,0,253
6782,<NULL>.,0,253
6783,There,0,254
6784,are,0,254
6785,two,0,254
6786,reasons,0,254
6787,for,0,254
6788,wanting,0,254
6789,to,0,254
6790,commit,0,254
6791,a,0,254
6792,client,0,254
6793,buffer,0,254
6794,to,0,254
6795,stable,0,254
6796,storage,0,254
6797,<NULL>.,0,254
6798,The,0,255
6799,first,0,255
6800,is,0,255
6801,that,0,255
6802,the,0,255
6803,client,0,255
6804,wants,0,255
6805,to,0,255
6806,reuse,0,255
6807,a,0,255
6808,buffer,0,255
6809,<NULL>.,0,255
6810,In,0,256
6811,this,0,256
6812,case,0,256
6813,the,0,256
6814,offset,Variable,256
6815,and,0,256
6816,count,Variable,256
6817,of,0,256
6818,the,0,256
6819,buffer,0,256
6820,are,0,256
6821,sent,0,256
6822,to,0,256
6823,the,0,256
6824,server,0,256
6825,in,0,256
6826,the,0,256
6827,COMMIT,0,256
6828,request,0,256
6829,<NULL>.,0,256
6830,The,0,257
6831,server,0,257
6832,then,0,257
6833,flushes,0,257
6834,any,0,257
6835,cached,0,257
6836,data,0,257
6837,based,0,257
6838,on,0,257
6839,the,0,257
6840,offset,Variable,257
6841,and,0,257
6842,count,Variable,257
6843,and,0,257
6844,flushes,0,257
6845,any,0,257
6846,metadata,0,257
6847,associated,0,257
6848,with,0,257
6849,the,0,257
6850,file,0,257
6851,<NULL>.,0,257
6852,It,0,258
6853,then,0,258
6854,returns,0,258
6855,the,0,258
6856,status,Value,258
6857,of,0,258
6858,the,0,258
6859,flush,0,258
6860,and,0,258
6861,the,0,258
6862,write,0,258
6863,verifier,Variable,258
6864,<NULL>,Variable,258
6865,The,0,259
6866,other,0,259
6867,reason,0,259
6868,for,0,259
6869,the,0,259
6870,client,0,259
6871,to,0,259
6872,generate,0,259
6873,a,0,259
6874,COMMIT,0,259
6875,is,0,259
6876,for,0,259
6877,a,0,259
6878,full,0,259
6879,file,0,259
6880,flush,0,259
6881,such,0,259
6882,as,0,259
6883,may,0,259
6884,be,0,259
6885,done,0,259
6886,at,0,259
6887,CLOSE,0,259
6888,<NULL>.,0,259
6889,In,0,260
6890,this,0,260
6891,case,0,260
6892,the,0,260
6893,client,0,260
6894,would,0,260
6895,gather,0,260
6896,all,0,260
6897,of,0,260
6898,the,0,260
6899,buffers,0,260
6900,for,0,260
6901,this,0,260
6902,file,0,260
6903,that,0,260
6904,contain,0,260
6905,uncommitted,0,260
6906,data,0,260
6907,do,0,260
6908,the,0,260
6909,COMMIT,0,260
6910,operation,0,260
6911,with,0,260
6912,an,0,260
6913,offset,Variable,260
6914,of,0,260
6915,0,Value,260
6916,and,0,260
6917,count,Variable,260
6918,of,0,260
6919,0,Value,260
6920,and,0,260
6921,then,0,260
6922,free,0,260
6923,all,0,260
6924,of,0,260
6925,those,0,260
6926,buffers,0,260
6927,<NULL>.,0,260
6928,Any,0,261
6929,other,0,261
6930,dirty,0,261
6931,buffers,0,261
6932,would,0,261
6933,be,0,261
6934,sent,0,261
6935,to,0,261
6936,the,0,261
6937,server,0,261
6938,in,0,261
6939,the,0,261
6940,normal,0,261
6941,fashion,0,261
6942,<NULL>.,0,261
6943,After,0,262
6944,a,0,262
6945,buffer,0,262
6946,is,0,262
6947,written,0,262
6948,by,0,262
6949,the,0,262
6950,client,0,262
6951,with,0,262
6952,the,0,262
6953,stable,0,262
6954,parameter,0,262
6955,set,0,262
6956,to,0,262
6957,UNSTABLE4,0,262
6958,the,0,262
6959,buffer,0,262
6960,must,0,262
6961,be,0,262
6962,considered,0,262
6963,modified,0,262
6964,by,0,262
6965,the,0,262
6966,client,0,262
6967,until,0,262
6968,the,0,262
6969,buffer,0,262
6970,has,0,262
6971,been,0,262
6972,either,0,262
6973,flushed,0,262
6974,via,0,262
6975,a,0,262
6976,COMMIT,0,262
6977,operation,0,262
6978,or,0,262
6979,written,0,262
6980,via,0,262
6981,a,0,262
6982,WRITE,0,262
6983,operation,0,262
6984,with,0,262
6985,the,0,262
6986,stable,0,262
6987,parameter,0,262
6988,set,0,262
6989,to,0,262
6990,FILE_SYNC4,0,262
6991,or,0,262
6992,DATA_SYNC4,0,262
6993,<NULL>.,0,262
6994,This,0,263
6995,is,0,263
6996,done,0,263
6997,to,0,263
6998,prevent,0,263
6999,the,0,263
7000,buffer,0,263
7001,from,0,263
7002,being,0,263
7003,freed,0,263
7004,and,0,263
7005,reused,0,263
7006,before,0,263
7007,the,0,263
7008,data,0,263
7009,can,0,263
7010,be,0,263
7011,flushed,0,263
7012,to,0,263
7013,stable,0,263
7014,storage,0,263
7015,on,0,263
7016,the,0,263
7017,server,0,263
7018,<NULL>.,0,263
7019,When,0,264
7020,a,0,264
7021,response,0,264
7022,is,0,264
7023,returned,0,264
7024,from,0,264
7025,either,0,264
7026,a,0,264
7027,WRITE,0,264
7028,or,0,264
7029,a,0,264
7030,COMMIT,0,264
7031,operation,0,264
7032,and,0,264
7033,it,0,264
7034,contains,0,264
7035,a,0,264
7036,write,0,264
7037,verifier,0,264
7038,that,0,264
7039,is,0,264
7040,different,0,264
7041,than,0,264
7042,previously,0,264
7043,returned,0,264
7044,by,0,264
7045,the,0,264
7046,server,0,264
7047,the,0,264
7048,client,0,264
7049,will,0,264
7050,need,0,264
7051,to,0,264
7052,retransmit,0,264
7053,all,0,264
7054,of,0,264
7055,the,0,264
7056,buffers,0,264
7057,containing,0,264
7058,uncommitted,0,264
